time,temperature_2m_max,temperature_2m_min,rain,crop_type,days_since_sowing,growth_stage,stress_level
2021-12-21,27.1,16.9,0.0,Wheat,51,Flowering,Low
2021-12-22,27.3,16.7,0.0,Wheat,52,Flowering,Low
2021-12-23,28.0,16.5,0.0,Wheat,53,Flowering,Low
2021-12-24,27.6,15.7,0.0,Wheat,54,Flowering,Low
2021-12-25,28.3,16.5,0.0,Wheat,55,Flowering,Low
2021-12-26,28.1,16.6,0.0,Wheat,56,Flowering,Low
2021-12-27,28.5,17.1,0.0,Wheat,57,Flowering,Low
2021-12-28,27.6,18.0,1.5,Wheat,58,Flowering,Low
2021-12-29,28.4,19.1,1.4,Wheat,59,Flowering,Low
2021-12-30,28.0,18.9,9.8,Wheat,60,Flowering,Low
2021-12-31,26.6,20.4,23.1,Wheat,61,Flowering,Low
2022-11-01,23.4,21.5,52.6,Wheat,1,Vegetative,Low
2022-11-02,23.9,21.0,22.5,Wheat,2,Vegetative,Low
2022-11-03,27.0,21.4,15.5,Wheat,3,Vegetative,Low
2022-11-04,28.6,21.1,14.6,Wheat,4,Vegetative,Low
2022-11-05,28.5,21.5,2.3,Wheat,5,Vegetative,Low
2022-11-06,28.9,21.0,0.8,Wheat,6,Vegetative,Low
2022-11-07,28.5,20.5,11.0,Wheat,7,Vegetative,Low
2022-11-08,28.0,20.7,4.5,Wheat,8,Vegetative,Low
2022-11-09,29.5,19.8,0.0,Wheat,9,Vegetative,Low
2022-11-10,29.0,20.1,2.6,Wheat,10,Vegetative,Low
2022-11-11,24.4,21.6,17.0,Wheat,11,Vegetative,Low
2022-11-12,24.9,21.8,59.8,Wheat,12,Vegetative,Low
2022-11-13,27.0,21.8,7.5,Wheat,13,Vegetative,Low
2022-11-14,27.5,20.8,19.5,Wheat,14,Vegetative,Low
2022-11-15,28.0,20.5,2.6,Wheat,15,Vegetative,Low
2022-11-16,28.6,20.5,0.0,Wheat,16,Vegetative,Low
2022-11-17,28.4,18.3,0.0,Wheat,17,Vegetative,Low
2022-11-18,28.2,16.5,0.0,Wheat,18,Vegetative,Low
2022-11-19,28.0,17.2,0.0,Wheat,19,Vegetative,Low
2022-11-20,27.5,17.8,0.0,Wheat,20,Vegetative,Low
2022-11-21,25.5,19.4,1.2,Wheat,21,Vegetative,Low
2022-11-22,27.5,20.9,3.3,Wheat,22,Vegetative,Low
2022-11-23,25.6,21.6,38.5,Wheat,23,Vegetative,Low
2022-11-24,28.0,22.1,10.4,Wheat,24,Vegetative,Low
2022-11-25,28.4,21.0,2.2,Wheat,25,Vegetative,Low
2022-11-26,28.0,20.7,1.9,Wheat,26,Vegetative,Low
2022-11-27,28.8,20.8,1.0,Wheat,27,Vegetative,Low
2022-11-28,28.8,21.5,0.3,Wheat,28,Vegetative,Low
2022-11-29,28.4,20.0,0.0,Wheat,29,Vegetative,Low
2022-11-30,27.8,18.1,0.0,Wheat,30,Flowering,Low
2022-12-01,28.5,20.7,3.1,Wheat,31,Flowering,Low
2022-12-02,28.4,20.9,1.4,Wheat,32,Flowering,Low
2022-12-03,28.1,21.0,3.4,Wheat,33,Flowering,Low
2022-12-04,29.2,21.8,5.1,Wheat,34,Flowering,Low
2022-12-05,28.8,21.0,1.1,Wheat,35,Flowering,Low
2022-12-06,28.3,21.0,0.8,Wheat,36,Flowering,Low
2022-12-07,27.6,19.5,0.0,Wheat,37,Flowering,Low
2022-12-08,25.6,19.0,1.3,Wheat,38,Flowering,Low
2022-12-09,24.0,18.6,15.7,Wheat,39,Flowering,Low
2022-12-10,23.1,20.6,95.4,Wheat,40,Flowering,Low
2022-12-11,25.4,20.3,8.0,Wheat,41,Flowering,Low
2022-12-12,24.5,21.2,9.2,Wheat,42,Flowering,Low
2022-12-13,25.8,20.5,11.7,Wheat,43,Flowering,Low
2022-12-14,28.2,19.1,4.7,Wheat,44,Flowering,Low
2022-12-15,26.9,19.5,0.1,Wheat,45,Flowering,Low
2022-12-16,28.1,17.2,0.0,Wheat,46,Flowering,Low
2022-12-17,28.1,18.1,0.2,Wheat,47,Flowering,Low
2022-12-18,26.9,19.6,1.7,Wheat,48,Flowering,Low
2022-12-19,27.2,18.5,0.0,Wheat,49,Flowering,Low
2022-12-20,27.8,18.6,0.0,Wheat,50,Flowering,Low
2022-12-21,26.6,18.9,0.0,Wheat,51,Flowering,Low
2022-12-22,27.9,16.9,0.0,Wheat,52,Flowering,Low
2022-12-23,28.0,17.9,0.0,Wheat,53,Flowering,Low
2022-12-24,27.2,16.8,0.1,Wheat,54,Flowering,Low
2022-12-25,25.6,21.3,8.7,Wheat,55,Flowering,Low
2022-12-26,27.2,21.6,4.7,Wheat,56,Flowering,Low
2022-12-27,27.8,21.8,3.1,Wheat,57,Flowering,Low
2022-12-28,28.9,20.7,0.1,Wheat,58,Flowering,Low
2022-12-29,29.4,19.0,0.0,Wheat,59,Flowering,Low
2022-12-30,29.2,19.0,0.0,Wheat,60,Flowering,Low
2022-12-31,29.1,18.1,0.0,Wheat,61,Flowering,Low
2023-11-01,32.1,22.0,3.6,Wheat,1,Vegetative,Low
2023-11-02,30.6,23.0,16.9,Wheat,2,Vegetative,Low
2023-11-03,30.8,23.4,6.1,Wheat,3,Vegetative,Low
2023-11-04,29.4,22.8,26.5,Wheat,4,Vegetative,Low
2023-11-05,29.5,22.7,26.2,Wheat,5,Vegetative,Low
2023-11-06,30.5,22.0,26.2,Wheat,6,Vegetative,Low
2023-11-07,28.8,22.5,18.4,Wheat,7,Vegetative,Low
2023-11-08,30.0,22.9,9.3,Wheat,8,Vegetative,Low
2023-11-09,28.9,22.0,13.0,Wheat,9,Vegetative,Low
2023-11-10,29.5,21.9,2.8,Wheat,10,Vegetative,Low
2023-11-11,30.2,20.7,0.0,Wheat,11,Vegetative,Low
2023-11-12,29.8,20.1,0.2,Wheat,12,Vegetative,Low
2023-11-13,30.1,20.4,0.3,Wheat,13,Vegetative,Low
2023-11-14,25.6,22.2,15.1,Wheat,14,Vegetative,Low
2023-11-15,27.3,21.4,2.3,Wheat,15,Vegetative,Low
2023-11-16,30.3,21.5,0.0,Wheat,16,Vegetative,Low
2023-11-17,30.1,21.5,1.2,Wheat,17,Vegetative,Low
2023-11-18,30.5,21.2,0.0,Wheat,18,Vegetative,Low
2023-11-19,30.5,21.6,0.0,Wheat,19,Vegetative,Low
2023-11-20,28.3,20.5,4.5,Wheat,20,Vegetative,Low
2023-11-21,29.2,23.1,6.2,Wheat,21,Vegetative,Low
2023-11-22,28.5,23.1,11.4,Wheat,22,Vegetative,Low
2023-11-23,28.1,22.6,13.3,Wheat,23,Vegetative,Low
2023-11-24,27.8,22.0,18.8,Wheat,24,Vegetative,Low
2023-11-25,29.4,21.9,7.1,Wheat,25,Vegetative,Low
2023-11-26,28.7,21.9,9.1,Wheat,26,Vegetative,Low
2023-11-27,27.8,22.3,4.9,Wheat,27,Vegetative,Low
2023-11-28,29.4,21.8,10.9,Wheat,28,Vegetative,Low
2023-11-29,27.6,22.1,9.1,Wheat,29,Vegetative,Low
2023-11-30,28.1,22.0,4.7,Wheat,30,Flowering,Low
2023-12-01,28.8,21.7,4.6,Wheat,31,Flowering,Low
2023-12-02,27.6,21.4,8.7,Wheat,32,Flowering,Low
2023-12-03,27.5,22.6,18.7,Wheat,33,Flowering,Low
2023-12-04,24.5,23.2,26.8,Wheat,34,Flowering,Low
2023-12-05,32.2,23.0,0.6,Wheat,35,Flowering,High
2023-12-06,30.6,20.5,0.0,Wheat,36,Flowering,High
2023-12-07,29.4,21.4,1.8,Wheat,37,Flowering,Low
2023-12-08,28.9,22.3,2.8,Wheat,38,Flowering,Low
2023-12-09,29.6,22.6,2.7,Wheat,39,Flowering,Low
2023-12-10,29.8,21.1,0.2,Wheat,40,Flowering,Low
2023-12-11,27.8,21.5,1.1,Wheat,41,Flowering,Low
2023-12-12,28.6,19.8,0.0,Wheat,42,Flowering,Low
2023-12-13,28.6,18.0,0.0,Wheat,43,Flowering,Low
2023-12-14,28.1,18.5,0.9,Wheat,44,Flowering,Low
2023-12-15,26.3,20.0,3.6,Wheat,45,Flowering,Low
2023-12-16,27.8,21.1,4.5,Wheat,46,Flowering,Low
2023-12-17,27.8,22.0,2.6,Wheat,47,Flowering,Low
2023-12-18,28.0,21.6,0.9,Wheat,48,Flowering,Low
2023-12-19,28.9,19.6,0.3,Wheat,49,Flowering,Low
2023-12-20,27.0,20.5,0.1,Wheat,50,Flowering,Low
2023-12-21,27.8,19.1,0.0,Wheat,51,Flowering,Low
2023-12-22,28.5,18.2,0.3,Wheat,52,Flowering,Low
2023-12-23,26.7,17.0,0.0,Wheat,53,Flowering,Low
2023-12-24,28.7,17.0,0.1,Wheat,54,Flowering,Low
2023-12-25,28.9,21.5,1.1,Wheat,55,Flowering,Low
2023-12-26,28.8,19.2,0.0,Wheat,56,Flowering,Low
2023-12-27,28.5,18.2,0.0,Wheat,57,Flowering,Low
2023-12-28,29.1,20.4,0.2,Wheat,58,Flowering,Low
2023-12-29,29.0,20.6,0.7,Wheat,59,Flowering,Low
2023-12-30,29.2,20.0,0.0,Wheat,60,Flowering,Low
2023-12-31,28.9,18.1,0.3,Wheat,61,Flowering,Low
2021-04-01,40.7,25.1,0.0,Maize,1,Vegetative,Medium
2021-04-02,40.8,26.5,0.0,Maize,2,Vegetative,Medium
2021-04-03,39.7,25.0,0.0,Maize,3,Vegetative,Medium
2021-04-04,38.7,25.5,0.0,Maize,4,Vegetative,Medium
2021-04-05,36.8,25.8,0.2,Maize,5,Vegetative,High
2021-04-06,35.8,23.5,0.0,Maize,6,Vegetative,Medium
2021-04-07,36.7,22.1,0.0,Maize,7,Vegetative,High
2021-04-08,36.8,20.7,0.0,Maize,8,Vegetative,High
2021-04-09,36.2,22.0,0.0,Maize,9,Vegetative,High
2021-04-10,35.2,23.1,0.0,Maize,10,Vegetative,Medium
2021-04-11,34.1,23.6,0.4,Maize,11,Vegetative,Medium
2021-04-12,34.3,24.0,1.0,Maize,12,Vegetative,Medium
2021-04-13,35.0,23.0,0.2,Maize,13,Vegetative,Medium
2021-04-14,35.8,24.1,1.5,Maize,14,Vegetative,Medium
2021-04-15,32.0,24.0,0.7,Maize,15,Vegetative,Low
2021-04-16,36.5,23.5,0.0,Maize,16,Vegetative,High
2021-04-17,38.0,24.9,0.1,Maize,17,Vegetative,High
2021-04-18,37.8,25.0,0.0,Maize,18,Vegetative,High
2021-04-19,39.8,25.8,0.0,Maize,19,Vegetative,Medium
2021-04-20,38.2,26.6,0.0,Maize,20,Vegetative,Medium
2021-04-21,39.0,26.5,0.0,Maize,21,Vegetative,Medium
2021-04-22,38.7,26.5,0.1,Maize,22,Vegetative,Medium
2021-04-23,38.2,25.6,6.2,Maize,23,Vegetative,Medium
2021-04-24,37.7,25.0,4.1,Maize,24,Vegetative,Medium
2021-04-25,36.7,24.5,0.0,Maize,25,Vegetative,High
2021-04-26,37.3,25.0,0.0,Maize,26,Vegetative,High
2021-04-27,37.6,25.1,0.0,Maize,27,Vegetative,High
2021-04-28,38.5,24.9,0.0,Maize,28,Vegetative,Medium
2021-04-29,38.8,25.0,0.0,Maize,29,Vegetative,Medium
2021-04-30,37.6,26.1,0.0,Maize,30,Flowering,High
2021-05-01,37.0,25.5,0.2,Maize,31,Flowering,High
2021-05-02,36.2,25.2,0.0,Maize,32,Flowering,High
2021-05-03,34.8,25.6,0.9,Maize,33,Flowering,Medium
2021-05-04,35.8,25.6,0.9,Maize,34,Flowering,Medium
2021-05-05,38.5,25.4,0.1,Maize,35,Flowering,High
2021-05-06,37.1,25.4,0.0,Maize,36,Flowering,High
2021-05-07,35.4,26.1,0.2,Maize,37,Flowering,Medium
2021-05-08,36.3,24.6,0.9,Maize,38,Flowering,High
2021-05-09,37.2,25.5,0.0,Maize,39,Flowering,High
2021-05-10,38.2,26.0,0.1,Maize,40,Flowering,High
2021-05-11,39.5,26.3,0.0,Maize,41,Flowering,High
2021-05-12,38.0,27.4,0.5,Maize,42,Flowering,High
2021-05-13,38.8,26.1,7.6,Maize,43,Flowering,Low
2021-05-14,38.6,25.1,1.4,Maize,44,Flowering,Medium
2021-05-15,35.8,26.6,1.4,Maize,45,Flowering,Medium
2021-05-16,33.5,25.2,0.1,Maize,46,Flowering,Medium
2021-05-17,38.2,25.8,0.1,Maize,47,Flowering,High
2021-05-18,38.8,26.3,0.0,Maize,48,Flowering,High
2021-05-19,38.3,25.6,26.5,Maize,49,Flowering,Low
2021-05-20,36.7,24.9,28.1,Maize,50,Flowering,Low
2021-05-21,35.0,25.5,15.0,Maize,51,Flowering,Low
2021-05-22,33.0,25.0,1.4,Maize,52,Flowering,Low
2021-05-23,37.4,26.1,0.0,Maize,53,Flowering,High
2021-05-24,37.0,27.5,0.2,Maize,54,Flowering,High
2021-05-25,37.5,28.1,0.2,Maize,55,Flowering,High
2021-05-26,38.4,26.6,0.0,Maize,56,Flowering,High
2021-05-27,38.4,26.5,0.0,Maize,57,Flowering,High
2021-05-28,39.1,26.9,0.0,Maize,58,Flowering,High
2021-05-29,38.0,27.8,0.0,Maize,59,Flowering,High
2021-05-30,39.2,26.5,2.6,Maize,60,Flowering,Medium
2021-05-31,36.5,25.2,27.9,Maize,61,Flowering,Low
2021-06-01,35.9,25.6,0.9,Maize,61,Flowering,Medium
2021-06-02,34.8,25.2,6.5,Maize,62,Flowering,Low
2021-06-03,35.4,24.8,4.1,Maize,63,Flowering,Medium
2021-06-04,34.8,24.8,8.6,Maize,64,Flowering,Low
2021-06-05,32.1,24.0,11.8,Maize,65,Flowering,Low
2021-06-06,32.5,24.5,0.0,Maize,66,Flowering,Low
2021-06-07,34.6,25.8,0.0,Maize,67,Flowering,Medium
2021-06-08,34.7,26.0,0.0,Maize,68,Flowering,Medium
2021-06-09,36.0,25.9,0.0,Maize,69,Flowering,Medium
2021-06-10,35.2,26.2,0.0,Maize,70,Flowering,Medium
2021-06-11,35.5,26.7,0.0,Maize,71,Flowering,Medium
2021-06-12,36.5,26.8,0.0,Maize,72,Flowering,High
2021-06-13,35.5,26.5,0.2,Maize,73,Flowering,Medium
2021-06-14,33.6,25.6,0.5,Maize,74,Flowering,Medium
2021-06-15,35.7,24.5,1.4,Maize,75,Maturity,Medium
2021-06-16,35.5,26.4,0.9,Maize,76,Maturity,Medium
2021-06-17,35.4,26.8,0.0,Maize,77,Maturity,Medium
2021-06-18,36.0,26.5,0.0,Maize,78,Maturity,Medium
2021-06-19,35.8,26.3,0.0,Maize,79,Maturity,Medium
2021-06-20,37.3,26.6,0.0,Maize,80,Maturity,High
2021-06-21,37.8,26.6,0.0,Maize,81,Maturity,High
2021-06-22,37.3,27.5,0.0,Maize,82,Maturity,High
2021-06-23,37.0,27.0,0.9,Maize,83,Maturity,High
2021-06-24,35.8,25.0,0.3,Maize,84,Maturity,Medium
2021-06-25,36.0,26.5,0.0,Maize,85,Maturity,Medium
2021-06-26,35.2,26.7,0.5,Maize,86,Maturity,Medium
2021-06-27,31.4,24.8,3.0,Maize,87,Maturity,Low
2021-06-28,34.2,24.5,0.4,Maize,88,Maturity,Medium
2021-06-29,34.8,24.6,0.6,Maize,89,Maturity,Medium
2021-06-30,36.1,26.0,0.7,Maize,90,Maturity,High
2021-07-01,35.9,25.3,15.3,Maize,91,Maturity,Low
2021-07-02,35.1,24.5,26.3,Maize,92,Maturity,Low
2021-07-03,33.7,24.1,4.6,Maize,93,Maturity,Medium
2021-07-04,32.2,24.5,20.5,Maize,94,Maturity,Low
2021-07-05,33.8,23.6,7.2,Maize,95,Maturity,Low
2021-07-06,33.3,23.6,7.9,Maize,96,Maturity,Low
2021-07-07,33.0,24.4,7.3,Maize,97,Maturity,Low
2021-07-08,33.7,25.2,0.9,Maize,98,Maturity,Medium
2021-07-09,31.8,24.3,8.9,Maize,99,Maturity,Low
2021-07-10,30.8,25.3,0.2,Maize,100,Maturity,Low
2021-07-11,32.5,25.2,0.4,Maize,101,Maturity,Low
2021-07-12,31.5,24.9,0.3,Maize,102,Maturity,Low
2021-07-13,33.2,25.3,3.1,Maize,103,Maturity,Medium
2021-07-14,29.9,24.5,6.4,Maize,104,Maturity,Low
2021-07-15,29.0,23.7,1.6,Maize,105,Maturity,Low
2021-07-16,30.0,23.3,1.8,Maize,106,Maturity,Low
2021-07-17,31.9,24.2,9.7,Maize,107,Maturity,Low
2021-07-18,29.0,23.6,12.2,Maize,108,Maturity,Low
2021-07-19,33.5,25.4,0.3,Maize,109,Maturity,Medium
2021-07-20,33.2,25.5,0.0,Maize,110,Maturity,Medium
2021-07-21,32.9,25.9,0.5,Maize,111,Maturity,Low
2021-07-22,30.2,24.5,4.8,Maize,112,Maturity,Low
2021-07-23,32.9,24.4,0.6,Maize,113,Maturity,Low
2021-07-24,34.4,25.5,0.3,Maize,114,Maturity,Medium
2021-07-25,35.2,26.7,0.5,Maize,115,Maturity,Medium
2021-07-26,34.2,25.8,0.0,Maize,116,Maturity,Medium
2021-07-27,36.1,25.5,0.0,Maize,117,Maturity,High
2021-07-28,35.8,25.5,0.0,Maize,118,Maturity,Medium
2021-07-29,35.7,25.9,0.0,Maize,119,Maturity,Medium
2021-07-30,35.0,26.1,0.0,Maize,120,Maturity,Medium
2021-07-31,36.0,26.0,0.1,Maize,121,Maturity,Medium
2022-04-01,36.2,24.4,0.0,Maize,1,Vegetative,High
2022-04-02,36.3,24.2,0.0,Maize,2,Vegetative,High
2022-04-03,36.3,23.5,0.0,Maize,3,Vegetative,High
2022-04-04,36.3,24.0,0.0,Maize,4,Vegetative,High
2022-04-05,35.5,24.5,0.0,Maize,5,Vegetative,Medium
2022-04-06,35.7,22.0,0.0,Maize,6,Vegetative,Medium
2022-04-07,36.8,23.2,0.0,Maize,7,Vegetative,High
2022-04-08,36.1,24.4,0.0,Maize,8,Vegetative,High
2022-04-09,35.5,24.0,0.0,Maize,9,Vegetative,Medium
2022-04-10,35.8,24.2,0.1,Maize,10,Vegetative,Medium
2022-04-11,33.5,24.9,2.2,Maize,11,Vegetative,Medium
2022-04-12,34.9,24.0,1.9,Maize,12,Vegetative,Medium
2022-04-13,33.5,24.6,0.8,Maize,13,Vegetative,Medium
2022-04-14,35.3,24.5,0.1,Maize,14,Vegetative,Medium
2022-04-15,37.6,25.2,0.0,Maize,15,Vegetative,High
2022-04-16,39.4,25.5,0.0,Maize,16,Vegetative,Medium
2022-04-17,38.4,26.6,4.8,Maize,17,Vegetative,Medium
2022-04-18,36.2,26.0,0.3,Maize,18,Vegetative,High
2022-04-19,36.5,25.2,0.1,Maize,19,Vegetative,High
2022-04-20,37.8,24.7,0.0,Maize,20,Vegetative,High
2022-04-21,36.7,24.6,0.0,Maize,21,Vegetative,High
2022-04-22,35.8,24.1,0.0,Maize,22,Vegetative,Medium
2022-04-23,35.8,24.3,0.0,Maize,23,Vegetative,Medium
2022-04-24,38.5,25.1,0.0,Maize,24,Vegetative,Medium
2022-04-25,38.5,23.1,0.0,Maize,25,Vegetative,Medium
2022-04-26,38.5,24.8,0.0,Maize,26,Vegetative,Medium
2022-04-27,38.3,24.4,0.0,Maize,27,Vegetative,Medium
2022-04-28,38.3,24.6,0.0,Maize,28,Vegetative,Medium
2022-04-29,39.7,25.0,0.0,Maize,29,Vegetative,Medium
2022-04-30,40.2,25.4,0.0,Maize,30,Flowering,High
2022-05-01,40.7,25.9,0.0,Maize,31,Flowering,High
2022-05-02,40.2,26.3,0.0,Maize,32,Flowering,High
2022-05-03,39.4,26.9,0.2,Maize,33,Flowering,High
2022-05-04,38.5,26.5,1.0,Maize,34,Flowering,Medium
2022-05-05,36.7,26.1,2.3,Maize,35,Flowering,Medium
2022-05-06,38.1,25.5,0.0,Maize,36,Flowering,High
2022-05-07,38.3,24.5,0.1,Maize,37,Flowering,High
2022-05-08,38.8,25.1,0.0,Maize,38,Flowering,High
2022-05-09,36.7,27.0,0.0,Maize,39,Flowering,High
2022-05-10,30.5,27.4,2.2,Maize,40,Flowering,Low
2022-05-11,31.7,27.5,0.0,Maize,41,Flowering,Low
2022-05-12,28.1,25.6,16.9,Maize,42,Flowering,Low
2022-05-13,34.3,24.0,10.8,Maize,43,Flowering,Low
2022-05-14,33.5,25.0,27.4,Maize,44,Flowering,Low
2022-05-15,33.8,24.8,19.1,Maize,45,Flowering,Low
2022-05-16,31.8,24.8,21.4,Maize,46,Flowering,Low
2022-05-17,32.7,23.8,12.2,Maize,47,Flowering,Low
2022-05-18,31.9,24.0,12.4,Maize,48,Flowering,Low
2022-05-19,32.5,24.0,0.4,Maize,49,Flowering,Low
2022-05-20,33.4,23.8,1.2,Maize,50,Flowering,Medium
2022-05-21,33.5,24.3,0.1,Maize,51,Flowering,Medium
2022-05-22,34.5,26.0,0.0,Maize,52,Flowering,Medium
2022-05-23,36.3,25.5,0.0,Maize,53,Flowering,High
2022-05-24,35.6,26.0,0.0,Maize,54,Flowering,Medium
2022-05-25,35.2,25.6,1.1,Maize,55,Flowering,Medium
2022-05-26,34.0,25.1,1.4,Maize,56,Flowering,Medium
2022-05-27,36.5,25.0,0.0,Maize,57,Flowering,High
2022-05-28,36.7,26.1,0.0,Maize,58,Flowering,High
2022-05-29,36.9,26.8,0.1,Maize,59,Flowering,High
2022-05-30,37.0,26.9,0.7,Maize,60,Flowering,High
2022-05-31,37.5,25.5,0.2,Maize,61,Flowering,High
2022-06-01,37.5,26.3,2.9,Maize,61,Flowering,Medium
2022-06-02,37.3,26.4,0.0,Maize,62,Flowering,High
2022-06-03,38.2,26.8,0.2,Maize,63,Flowering,High
2022-06-04,38.7,26.6,0.6,Maize,64,Flowering,High
2022-06-05,38.3,25.9,0.5,Maize,65,Flowering,High
2022-06-06,32.7,23.6,11.7,Maize,66,Flowering,Low
2022-06-07,34.5,24.9,0.8,Maize,67,Flowering,Medium
2022-06-08,37.5,25.3,5.7,Maize,68,Flowering,Low
2022-06-09,36.0,26.4,0.0,Maize,69,Flowering,Medium
2022-06-10,35.7,26.7,0.1,Maize,70,Flowering,Medium
2022-06-11,36.3,26.6,0.2,Maize,71,Flowering,High
2022-06-12,36.5,26.0,1.4,Maize,72,Flowering,Medium
2022-06-13,35.6,25.9,0.0,Maize,73,Flowering,Medium
2022-06-14,35.7,24.6,5.8,Maize,74,Flowering,Low
2022-06-15,33.9,24.4,1.5,Maize,75,Maturity,Medium
2022-06-16,33.3,23.7,11.7,Maize,76,Maturity,Low
2022-06-17,32.7,23.4,2.7,Maize,77,Maturity,Low
2022-06-18,31.4,23.7,11.7,Maize,78,Maturity,Low
2022-06-19,32.2,24.4,8.5,Maize,79,Maturity,Low
2022-06-20,32.7,24.4,0.4,Maize,80,Maturity,Low
2022-06-21,33.3,25.0,2.4,Maize,81,Maturity,Medium
2022-06-22,32.5,24.2,2.2,Maize,82,Maturity,Low
2022-06-23,33.3,24.4,0.7,Maize,83,Maturity,Medium
2022-06-24,34.2,25.2,1.7,Maize,84,Maturity,Medium
2022-06-25,34.2,26.0,0.4,Maize,85,Maturity,Medium
2022-06-26,35.2,26.2,0.1,Maize,86,Maturity,Medium
2022-06-27,34.5,25.8,0.1,Maize,87,Maturity,Medium
2022-06-28,34.8,25.9,0.0,Maize,88,Maturity,Medium
2022-06-29,35.2,26.1,2.0,Maize,89,Maturity,Medium
2022-06-30,35.7,26.1,0.6,Maize,90,Maturity,Medium
2022-07-01,36.1,25.6,19.7,Maize,91,Maturity,Low
2022-07-02,35.5,24.9,0.9,Maize,92,Maturity,Medium
2022-07-03,35.8,26.9,0.5,Maize,93,Maturity,Medium
2022-07-04,32.0,26.5,0.8,Maize,94,Maturity,Low
2022-07-05,30.6,26.4,0.1,Maize,95,Maturity,Low
2022-07-06,31.1,24.4,0.8,Maize,96,Maturity,Low
2022-07-07,33.0,25.2,12.9,Maize,97,Maturity,Low
2022-07-08,32.5,25.6,0.1,Maize,98,Maturity,Low
2022-07-09,31.2,24.5,2.8,Maize,99,Maturity,Low
2022-07-10,33.2,24.6,1.9,Maize,100,Maturity,Medium
2022-07-11,32.0,24.5,0.9,Maize,101,Maturity,Low
2022-07-12,34.5,24.3,0.5,Maize,102,Maturity,Medium
2022-07-13,33.8,26.3,0.2,Maize,103,Maturity,Medium
2022-07-14,34.2,25.8,0.7,Maize,104,Maturity,Medium
2022-07-15,35.3,25.9,0.3,Maize,105,Maturity,Medium
2022-07-16,35.8,26.1,4.3,Maize,106,Maturity,Medium
2022-07-17,34.7,25.7,10.3,Maize,107,Maturity,Low
2022-07-18,33.6,24.9,11.2,Maize,108,Maturity,Low
2022-07-19,33.9,24.8,1.6,Maize,109,Maturity,Medium
2022-07-20,33.5,24.0,14.5,Maize,110,Maturity,Low
2022-07-21,32.8,23.8,23.3,Maize,111,Maturity,Low
2022-07-22,31.5,23.8,6.2,Maize,112,Maturity,Low
2022-07-23,32.2,23.8,7.5,Maize,113,Maturity,Low
2022-07-24,32.2,24.1,2.5,Maize,114,Maturity,Low
2022-07-25,33.2,24.3,1.3,Maize,115,Maturity,Medium
2022-07-26,31.0,23.6,3.0,Maize,116,Maturity,Low
2022-07-27,31.4,22.9,1.4,Maize,117,Maturity,Low
2022-07-28,31.9,23.9,6.0,Maize,118,Maturity,Low
2022-07-29,32.2,23.1,2.8,Maize,119,Maturity,Low
2022-07-30,32.9,23.6,7.1,Maize,120,Maturity,Low
2022-07-31,32.9,23.6,20.7,Maize,121,Maturity,Low
2023-04-01,34.4,24.4,6.2,Maize,1,Vegetative,Low
2023-04-02,34.3,23.7,6.4,Maize,2,Vegetative,Low
2023-04-03,35.1,24.6,0.3,Maize,3,Vegetative,Medium
2023-04-04,34.8,24.2,0.0,Maize,4,Vegetative,Medium
2023-04-05,36.0,23.9,0.0,Maize,5,Vegetative,Medium
2023-04-06,35.5,24.0,0.0,Maize,6,Vegetative,Medium
2023-04-07,35.0,22.9,0.0,Maize,7,Vegetative,Medium
2023-04-08,35.0,22.2,0.0,Maize,8,Vegetative,Medium
2023-04-09,34.8,22.0,0.5,Maize,9,Vegetative,Medium
2023-04-10,35.7,24.0,0.0,Maize,10,Vegetative,Medium
2023-04-11,36.2,22.6,0.0,Maize,11,Vegetative,High
2023-04-12,37.0,20.7,0.0,Maize,12,Vegetative,High
2023-04-13,38.0,21.0,0.0,Maize,13,Vegetative,High
2023-04-14,38.3,20.6,0.0,Maize,14,Vegetative,Medium
2023-04-15,38.5,22.0,0.0,Maize,15,Vegetative,Medium
2023-04-16,38.2,21.5,0.0,Maize,16,Vegetative,Medium
2023-04-17,38.0,21.2,0.0,Maize,17,Vegetative,High
2023-04-18,38.8,20.9,0.0,Maize,18,Vegetative,Medium
2023-04-19,38.3,21.9,0.0,Maize,19,Vegetative,Medium
2023-04-20,39.2,24.2,0.0,Maize,20,Vegetative,Medium
2023-04-21,39.5,25.5,0.0,Maize,21,Vegetative,Medium
2023-04-22,37.5,26.1,1.4,Maize,22,Vegetative,Medium
2023-04-23,36.8,25.6,5.6,Maize,23,Vegetative,Low
2023-04-24,36.0,24.8,0.4,Maize,24,Vegetative,Medium
2023-04-25,35.5,25.0,0.0,Maize,25,Vegetative,Medium
2023-04-26,35.3,24.8,1.4,Maize,26,Vegetative,Medium
2023-04-27,37.2,24.9,0.0,Maize,27,Vegetative,High
2023-04-28,36.5,25.4,0.1,Maize,28,Vegetative,High
2023-04-29,34.0,25.0,1.7,Maize,29,Vegetative,Medium
2023-04-30,35.9,23.9,1.3,Maize,30,Flowering,Medium
2023-05-01,34.6,23.6,18.9,Maize,31,Flowering,Low
2023-05-02,30.8,23.1,1.2,Maize,32,Flowering,Low
2023-05-03,34.8,23.0,3.0,Maize,33,Flowering,Medium
2023-05-04,34.7,23.7,29.3,Maize,34,Flowering,Low
2023-05-05,33.4,23.5,30.9,Maize,35,Flowering,Low
